ticker,shares
POWI,30332285
MDJH,12399683
UMPQ,221140685
NWHM,20284470
CNS,49485940
PLMR,24279088
TILE,61274644
OFED,5851916
BLK,158261428
ITCB,358495495
HAYN,12576711
BSRR,15869528
AXDX,55730954
MANU,42232683
USX,34583468
WMK,28082113
GPN,158746198
EIGI,148996556
AMCR,1157172848
WAGE,40325477
YMAB,35501983
KXIN,39447566
UIS,54136823
SHI,36085878
HIVE,59044964
NTP,38381230
INVA,102689608
LYTS,27017146
FCCY,8749979
FNLC,10952008
MMS,65103976
FCAU,1600166934
BANF,33908027
MITK,40251493
OGS,54549308
NEE,500802703
WLFC,6000433
MREO,25133972
AEHR,23061542
DLPH,89717856
USLM,5614237
AWR,37143524
SCOR,61886873
SCON,5765832
TPC,50925783
CTBI,18213176
FGBI,9193002
KMI,2277952231
KE,26115523
ISBC,281982069
ENV,53775917
SERV,139506459
ATKR,47098362
CHI,71431879
SNCR,43385107
CPSI,14709008
PEBO,21033567
CATO,23635830
CATY,82050391
CHKP,152349613
CSGS,33608349
RYTM,35602744
CENTA,45516595
EC,2102153513
AEY,10728605
HLF,157831948
ABEO,49580406
W,64888528
RPD,49495522
RBCAA,19101866
TREC,24821701
TRIP,130965511
MORN,42694645
EVOP,33052460
E,1889978635
BXS,103036125
ETW,107906656
PRTH,70279777
ATRS,166490591
ORRF,11861160
AG,201318014
HBI,372461097
PFSW,20000203
FRPT,35929536
ZION,188181247
LC,450728256
SPN,161204694
HSTM,33432832
XBIT,42446834
UTI,25525423
SYX,37630061
MFIN,25504451
QRVO,120053412
BXMT,138882449
MYT,27309723
MDLY,5906376
SAFT,15689390
DTSS,21619068
HCR,103423280
CLBS,10834847
VLGEA,10554940
FLXS,8248281
USAK,8748401
MLP,19490729
QHC,31732911
NWBI,109356457
LITB,69345156
HD,1134141578
OEC,61523011
GNE,26463890
COST,459827853
IMRN,3731068
FTS,435548471
ARQL,111644145
GH,95052000
ALDR,85116923
LNDC,30059309
AGR,323629717
DCO,11579480
AJX,19466513
IQ,328986844
AZPN,69191105
CMCT,44863969
BZH,32397574
CVLT,47200949
WBK,3638173585
IRMD,11578251
USWS,56321532
GFI,836401462
VEC,11991562
PSMT,30836724
ALL,341221905
KL,218648908
MGYR,6059038
CCRN,37108799
DNP,301341841
VPG,12954114
WHLM,5263119
TBI,41402061
SPFI,18677661
DBI,69009300
SECO,37389031
SO,1043961313
ISCA,24635653
LDL,17719699
MTW,36026747
RRGB,13522361
TST,6563650
YRD,63475932
WWE,48966069
HURC,6854598
JBGS,138798194
LOB,37175733
GIS,615411948
VTSI,7962667
GURE,47659457
KFRC,26415649
OXM,17388722
ELS,93670501
BGIO,22967117
FBIZ,8859733
WSTL,12165386
HPR,223989554
EIGR,19717917
ACGL,418147898
ELTK,4521518
PGNX,86930670
HE,112851551
BXC,9613092
MZA,4680811
CCRC,18891475
LOGM,51754236
DVN,415888470
PTVCB,12525180
TANH,29431100
HLT,304569316
TRN,131879925
ONB,175659001
GNC,84037916
VAR,92825747
VECO,48710872
ALEX,73737537
SNX,52986458
BOTJ,4523673
HOOK,22272777
SWM,32124117
IRIX,13914137
GRMN,192714332
INSP,24428843
MSM,45389512
PPBI,63600799
WEYS,10355932
QES,34546518
CVX,1949051887
PGRE,236539917
FENC,20662765
SYKE,44114005
PSDO,82842589
NODK,22248890
NEV,25318911
NPK,7068717
ECOR,30810462
PHAS,29159353
OMN,45766495
PTR,219371240
WAT,70309883
GCI,117851981
GSVC,20404867
MYE,37210335
DIAX,36414397
RGCO,8370284
FBIO,66873146
NOV,388346682
BBGI,11612474
DEST,14934769
INDB,34969695
CLFD,14057701
ACLS,33794513
NIO,800002320
DHF,75949647
ITI,33479784
MBWM,16792898
ALNY,109290492
WPM,454148414
OIS,63394885
SBBX,9894153
ILMN,147700088
DEO,603701120
DNLI,96834564
PM,1618541102
IBOC,65984399
HY,13242807
ZIXI,56542895
ATV,2617244
CSWI,15028882
SYNH,104715680
AVNW,5422216
MNST,555021838
ONVO,134586258
BEAT,35010187
WING,29826776
XERS,28055792
FCNCA,10471363
SYMC,627062367
MRTX,37540484
CNTY,30804669
MSBF,5541275
ATGE,59220948
LAIX,28746172
AMPH,47094609
PRTY,96425980
IFF,107116180
CLGN,3842185
ATTO,75237298
PH,132399668
LSCC,132142634
CYCN,28256720
GBAB,17570567
CGNX,179024374
NEWT,19749620
AXNX,28600443
TGS,81614281
RMED,13145353
MTH,40121509
ESNT,98505149
KRC,101002252
HR,130600118
HAL,881406085
HYGS,19687812
MLCO,466885484
LOMA,124791106
CPG,562242562
KIM,433529269
SNDR,97845424
BGFV,22531002
BIO,25098240
VJET,25245038
RGNX,37743473
CVNA,51266172
KFY,56611381
ICLK,48187039
HP,112940448
INBK,10468268
ICFI,19403442
ROST,372114084
MKTX,38860527
SASR,35831821
TTEC,47290153
WSBF,29360549
SIEB,28428069
FMS,619050450
PEP,1446350383
AREC,24457401
GLRE,31285566
KFFB,8419725
PPG,240536169
TESS,8695110
DIN,18010434
TAP,205932440
WBAI,37618971
TS,619324880
UNB,4486289
CHL,4219614754
BUSE,57249024
LARK,4456822
SAN,16660287847
DRD,71454125
AXAS,176588584
CMLS,14847540
BKNG,44755606
FARM,17095728
QCRH,15834576
EIX,334587262
KRG,87006476
LTC,41167954
CTST,106924709
CVI,102146991
WLL,92124993
CDNS,287245567
PKE,21055127
SCHL,34432116
CERS,140897193
TWI,62641324
VSEC,11394886
CCS,30381206
HARP,25512967
TRUE,106457159
FET,112012739
UHS,86658488
EBR,1096209062
MYI,68252499
SSL,639664880
FTDR,87619550
ULH,29650136
FNB,331467146
ANIX,20195911
NVTA,93033654
FBNC,31227672
ERI,81216771
LIND,46437028
SVBI,13304722
VSH,135835921
MOG.B,2429034
JBLU,314451383
REGI,37999250
RELX,1956222200
OSB,83777251
PEN,35030728
STNE,148722707
SPTN,37977390
VOYA,149002889
TBBK,57017261
HIIQ,12592150
RIBT,30370756
CSTM,138198155
SA,66094945
MN,15707662
SIG,52620716
NDSN,57638627
GTN.A,7035230
UCFC,49468471
LAC,90844346
ERYP,18678337
CSU,31210732
RM,11984470
EEFT,53951225
VRRM,40258550
PRIM,51060231
KFS,22685140
PIR,4408433
NETE,4265914
HGSH,46185039
EAF,293661314
IIN,8766908
EVH,85790287
PI,21704871
NTRA,70359511
NLSN,366868485
LSBK,6125019
RDCM,13997192
FAST,575251938
PTCT,58557030
VIVO,43146311
DSGX,86073077
IMMU,198517544
MMU,43784448
COR,37379706
NNA,150009940
UNF,15624301
PYX,9398811
MOD,51076107
DAC,15424196
STG,46627910
KELYB,3510279
CCD,25180512
LEVL,7884874
WLK,130734717
MYFW,8316648
STAF,8302275
JILL,45790728
LNTH,39446561
IOTS,30623138
PPIH,8147360
NTLA,45814170
UNT,55923895
YY,66397695
XELB,19126294
PBBI,7502352
SINA,70449023
CTT,50819283
UVSP,29523302
HOTH,9910081
CEMI,17362248
MOV,16772288
IIIV,9416430
MAGS,23770017
IVR,114898140
EBSB,54892325
PII,61120321
RRTS,38896347
DQ,13197425
AGNC,562428759
LAKE,8134606
KOSS,7701874
GSBC,14712839
CNQ,1210155535
WNS,52902676
ESCA,15037043
CRZO,96427795
DPZ,42583096
RNR,45432725
JW.B,9280375
QRTEA,402368730
AGN,332674852
PBYI,40512869
CDAY,142360703
TSEM,111115602
EVOL,12404541
KN,91164289
TH,109451603
TTGT,28228580
AR,318772876
VNO,196759195
DYAI,26986288
ZEN,111990599
PDEX,4243668
CENT,12643693
SF,73134357
EML,6395797
HSIC,150241506
ECHO,29102805
FOMX,55476630
MLAB,4002710
BIO.B,5304862
HALO,150804177
BCS,4461429690
MODN,32491031
MLVF,7842333
CADC,5824789
ODP,561906407
VREX,39434063
CLI,93452587
TCCO,1896709
AOD,107446344
AMED,32960175
UBP,10150561
LEXEB,2836168
CVTI,16340984
SRPT,77569290
TLRY,84089660
TSG,298786202
LX,122602244
CY,367391456
PKBK,11031240
RYN,130141463
CMCSA,4720831236
CATM,47852079
COLM,69834979
INVE,16999288
BGB,46435951
EDAP,29207414
GARS,16268535
MLR,11784989
CIF,20617807
DESP,70172886
WCC,46629698
OSTK,35349273
METC,41569035
ENIC,1434771158
ACER,10208480
ATXI,17250399
EARN,13062003
MLND,13999017
AGM,9328402
CP,146401424
SLP,17978988
FGP,98098748
GSUM,27341016
S,4180788891
RFIL,9524058
CE,127924868
MDU,206617066
WOW,85867803
LILAK,133784785
CVBF,146843582
YIN,73905460
MYOK,46442167
WOR,57975045
SKYW,53691951
EMCF,2816557
OTEL,3416304
AIZ,62733061
SLNO,31913817
TRS,46427490
QADB,3370539
PRAA,45825257
CBRL,25083316
DYSL,18333280
ICPT,33277363
VEON,1749965928
OSN,6757201
EFX,121560426
SONM,21340188
EGP,38449000
EIG,33107573
CTRP,569516189
BR,120065014
CHCT,19517885
PRA,55269182
PXLW,38759213
SRRK,27000652
PYDS,17103762
LXFR,27778999
FPI,31655231
TSLA,177347329
MNOV,44686173
JBT,33203549
BLL,344883665
ATIF,39077827
EXPD,175677097
DHX,55087958
BPT,22254832
BXP,158376444
LW,149153638
MVT,22383046
CIM,196270263
NGG,706015497
WPRT,138335898
DX,24744607
XON,161920743
NYT,165427459
ORLY,80025520
LEG,136866649
OLED,49046768
WYNN,108242601
VFF,50675354
MBTF,23236600
AMH,303032641
GIL,214179683
PNTR,8470193
WORK,195859530
BOLD,44762399
SIC,25858195
UONE,1654645
SJI,95622335
KRNT,41667542
NICE,64384689
RMTI,58860542
RELV,1753160
SKIS,15768714
VNCE,12192379
HEP,107663651
SRCE,25679358
HX,49970563
MKL,14326484
MMYT,64590032
IESC,21512808
NVS,2365178979
IFRX,27212301
LYFT,282023489
NGS,13712028
PSX,459687157
BHLB,46769224
NLNK,37791680
WH,99272953
RMG,23386044
AVP,462848814
BBAR,209692058
NXST,47662166
YPF,400015075
MNR,95064606
TSQ,14362945
MDP,41935746
AQMS,56277729
LSXMB,10249335
GRAM,157684353
ADUS,13558810
SAGE,51277582
ECC,24791131
UBA,30713168
NCTY,31211227
UAL,272404452
FBHS,142739262
ACN,647216063
UAA,192414263
BURG,4067432
TREX,60587268
CLF,293662118
MTOR,86778836
CANG,116687566
SPEX,2057605
PEBK,6134491
FSBW,4676206
MITT,32760007
NM,13403223
HST,765523401
PSN,103735010
AHC,19129334
CYBR,38461719
OFLX,10243125
CYRX,36367591
MGLN,24199209
ISEE,42601356
GRAF,30954497
OPTN,42840383
RETA,25185729
CUZ,108368835
AJRD,80654923
AUBN,3612502
NVLN,19080317
CCJ,397706696
ALLO,122904679
TECH,38627406
ATOM,17322492
ABTX,21608767
RAIL,13154833
INAP,27971562
SPLK,155834085
HBCP,9547444
SON,100920456
DCOM,37388145
RWLK,7213580
WSC,112142886
MESO,103547414
AUO,981604040
LGC,30148218
AVTR,570292318
STAR,66247883
ACIU,67646303
ASGN,54704712
DAL,673066913
STML,43864990
FSM,162791301
ACBI,25183063
ICAD,19939701
SCPL,23603183
AER,144986471
CALX,55180323
CNR,130710197
ED,339015102
TSS,181968609
BJRI,21713850
HPP,155308120
PUK,1311558735
VMC,136962995
CLRB,9547549
GM,1483592277
MOH,64121172
FRPH,9940098
STOK,32101522
URGN,20900940
TZOO,12211687
MTG,367968552
NOW,193564306
ESPR,27972820
QGEN,233721042
PXS,22088662
HF,41719907
CVA,134114661
SOHO,14827045
FCSC,10222692
MGY,162663606
BSL,15992518
EGHT,98555541
SAEX,4415102
IMMR,33099042
KSU,104316207
ASTC,5974235
NWPX,9980468
LUNA,29015407
REXR,105088987
NRE,52712584
TPR,290250881
MHK,73153092
PLAN,131817985
ICL,1324466801
AIT,40449233
CSX,827179098
GSKY,64946375
CUBI,31980796
TDW,38646290
CBSH,110896674
MRAM,17390478
MSC,60638999
GWB,58861945
CRESY,54659058
RESI,53933508
NHLD,13199323
ASRT,66173086
IPG,404659204
CHUY,17606509
PZC,23306538
DGLY,11847762
GNCA,14271898
MBIO,28586973
RCMT,12937248
AMCI,22926595
MATX,44561756
LNT,239968081
ZYME,33696055
JP,33944352
BYND,60834958
UBNT,72914653
AJG,187196123
MGM,556664986
CRR,29687509
CTRN,12563460
FEDU,50848317
NLY,1510333135
TLRD,52781031
ETON,17802354
MSG,20180119
ROKU,83341530
BCEI,20981226
TTD,39434693
RIGL,170805363
CMCO,24592362
WCFB,2658382
HCC,52011156
NVTR,17915095
STLD,227393355
CVIA,135488470
ATOS,9279861
MESA,30028765
VRSN,121897908
SGU,50707346
ITGR,33628019
CARG,91109936
CIR,20086781
RARX,42346066
BGNE,61837271
DDD,116991902
MORF,29773999
VIRT,112269924
POST,68515955
FAF,115180498
BZUN,55082357
MSEX,17082854
JT,133089242
BAH,147031602
SGOC,81307901
YELP,80755817
TAIT,5053860
APPS,83658749
FUSB,6604745
RE,41364206
AIHS,26658354
HTHT,291424183
RWGE,30048568
GOSS,68868044
NTGR,32981875
OR,159527366
MVF,68031279
JOBS,63144758
PCOM,14072796
NAII,7590576
SUPN,54750905
GWRS,22207450
CKH,18626974
RGLD,68481053
LYB,386638435
RDY,174296189
QTT,115143154
NWLI,3449655
NXPI,293074612
KNSL,21719844
ENLV,10265314
RUSHA,29457065
MGTA,38794165
ISRL,2750483
ASV,9981497
HTGC,107458143
CBU,53834015
MIXT,23060874
XRF,61605360
LTRX,22743933
UPLD,26456525
IDRA,28823954
AMAL,33346432
ABMD,45438003
ENOB,39294607
NTIC,4650331
BLDP,242079813
STRL,27295878
TPIC,35251059
ACM,164217199
PTMN,39218448
WINA,3899840
VCTR,14797620
CUTR,14163082
TAC,286443115
ATEX,14855479
NVMI,28575307
TWOU,65242233
HCSG,76882925
IOSP,25267347
FTEK,24912360
EDSA,5346055
QFIN,125849665
INGR,67881689
SAMG,8729443
BURL,67241025
CENX,90454232
EXPO,53618412
ADVM,63824780
PACB,159833259
ABB,2164290388
LBTYB,11587658
DSPG,23736830
SCHN,26648084
SSNC,254666749
BCEL,28691324
TXRH,72644745
ISTR,10268792
SBGI,67153294
OKE,429315660
DAVA,18041038
CODA,10715709
CWT,49508813
KWR,13660041
BRID,9298965
GIG,18777760
MAYS,2084458
ENVA,34324438
KRYS,15067787
TER,175288865
CNST,25827594
PGC,19845134
OC,109875040
BDX,276435957
DLX,45690292
SCM,16454288
LUB,31133404
WHR,63992535
AGEN,139483875
HONE,33278112
CB,473390966
VRTS,7301617
FLO,212990079
EDIT,51186299
RPT,83694638
GNTY,11956621
CTAC,23652485
CAL,42761543
SCYX,55680153
DDS,22643745
CPIX,16205818
MTFB,17596816
PERI,26240868
KTCC,11189910
TIVO,129809301
ESV,195990826
JNJ,2678260585
SOLY,15282356
RMCF,6249750
SPRO,18037095
ARTNA,8671934
HPJ,15574477
JAGX,1109214
DO,144203364
AXL,115908448
JCTCF,4044859
SRT,38421542
TCS,49503289
NEWA,11015494
PATK,24907918
PS,97094756
STRO,23979703
LEXEA,55396707
UGI,176476294
PLXP,9108261
ORI,316893502
TRIB,21231436
NXGN,65068747
NRT,9449647
MNKD,188885212
NHI,43666992
SGMS,93653730
MNRL,22711906
PAHC,20931475
CAKE,46002705
DEI,171381410
MEOH,77427358
ABC,211026418
PEB,135998361
LKQ,317457251
CAAS,33824110
RDIB,1697259
FATE,67855790
MAN,61603873
FLWS,37117924
FFIC,28381982
CAMT,37268786
ERII,54819658
ESBK,3638192
GRUB,92140001
JHX,455143829
CBB,51190550
ADMP,48838474
ACC,139725598
UPS,704650333
CBL,177456703
DXCM,95323220
BCSF,51746639
IQV,199984839
TAK,3205316538
LMNX,46888030
RAD,56347777
PMD,5567677
AMCX,45686484
LRN,41849241
ESS,67606252
ANIP,12370584
UXIN,289415296
CTSO,32898046
AA,186385666
STE,87534554
LSXMA,103532147
CFFI,3526461
REV,53121157
DPLO,77145881
GSM,169906800
FLIC,24970304
ASLN,32274442
LTRPA,72306658
BKS,74385177
RBC,44604896
CSIQ,60830192
VBLT,35962900
SRC,99383233
MPWR,43553661
PVAC,15822529
BAP,82106601
ON,424737356
AUY,992130180
BOXL,10721898
CGBD,61775839
GFF,48902207
DKS,67696482
MYOV,74627281
OCSI,30011250
OTLK,22713767
PTSI,6090666
TOWR,20967670
MBUU,20892873
IMAC,8406265
LBTYA,208941712
EQ,17568093
ISRG,119401850
PNC,473179531
HUD,40394516
MGP,92322101
AM,509374717
VICR,29311210
FN,38342696
NL,49475769
GOGO,90590185
GWR,57661206
CAPR,3520124
EPAM,56087575
ACOR,49760900
LEGH,25662886
DF,94048356
PAYX,367307570
CARO,23389601
WTI,144753536
OFC,113185126
BWB,30230633
TW,46870374
VRCA,25974199
EOG,585086694
SNBR,31553384
WVE,35875592
REDU,60301491
PIH,6251297
SLCA,74663315
EQH,508108792
SALT,71854072
PZN,18403945
GTY,41483145
ZEAL,31853235
CECE,35599404
FFWM,46471512
EOS,48212642
ICUI,21360226
WSFS,55268471
VMO,69622366
TISI,30588445
QNST,50275616
FDS,39734091
TRUP,34782718
WCN,275609104
RBA,111305940
KTOS,110260037
AFG,91356602
UVE,35498228
CMD,42569496
KDP,1461763474
ADSK,226996639
TENX,6354214
LGIH,23753251
AAN,70357349
TWIN,13640591
LH,103395353
ARYA,14727050
FNKO,30228023
CDZI,27907134
DRAD,2095443
ERIE,46654819
FBP,223630366
AXP,856760915
HQL,23284578
CNSL,74817623
EGY,61417001
NEXA,139477431
BIIB,194157876
ESE,26175003
HIFS,2233205
CZNC,13559354
BW,169908327
CTRA,19925989
CLXT,34170260
ADMS,27757632
MVC,18445826
TRVI,18605719
TPRE,94489575
SRE,282876714
TLND,31652132
RLJ,174828128
HVT.A,1789495
UNP,736562846
CPSS,23134648
ARCB,25677900
CPS,18091885
ESSA,11937067
GLBZ,2883362
ZKIN,16855709
NNI,29234987
BOOM,15372435
HOS,39253123
OTIC,32066352
USNA,23392669
QIWI,14037651
AT,114272806
OMER,50614994
HQY,65404913
QSR,260764045
PBH,54258899
FANH,57247816
SSB,35470980
OTTW,3338264
TPX,55939869
BOE,67542741
ENTA,19796871
ALK,127230113
SLGG,8751959
FSFG,2396970
LION,28770163
WIT,6217062375
MNTA,100336180
MYD,49154857
CRAI,8252287
RIVE,9165800
SCVL,15048995
BPTH,2966539
CXP,119767790
PEGI,102919907
AGTC,19065833
LLL,80946510
CGEN,62608251
WILC,13294605
CBH,18353076
AITB,9123466
DFIN,34486719
CM,462781827
NTRS,226680861
CRC,50349922
POOL,41714208
ONCT,3586409
IVH,17383577
TK,103202065
FF,44819502
EXTN,37866250
CSWC,17784119
XENE,26768129
DXLG,50722419
EXPI,63361582
CWBC,8592681
KW,148606905
MTX,36451514
HCCI,23189938
SPH,62142832
ARCH,17575684
IMI,50481615
OIIM,26644522
MGPI,17553822
ARAY,91481193
DG,267674978
GBX,33725184
FNF,285514718
